p29274,p29270,1.0
p3570,p3563,0.0
p6340,p6884,0.0
p23148,p23181,0.0
p12712,p12745,0.0
p12711,p12709,0.0
p10804,p10794,0.0
p10169,p10215,0.0
p14087,p14093,0.0
p15490,p15489,0.0
p9347,p9315,0.0
p26358,p26346,0.0
p10431,p10429,0.0
p16305,p16303,0.0
p5040,p5038,0.0
p9138,p9136,0.0
p13376,p13370,0.0
p4552,p4550,0.0
p24580,p24578,1.0
p9734,p9721,1.0
p25394,p25294,1.0
p11436,p11435,0.0
p26118,p26110,0.0
p11660,p11653,0.0
p12334,p12329,0.0
p29865,p29895,0.0
p16088,p16046,0.0
p30717,p30711,1.0
p10737,p10945,0.0
p24608,p24641,0.0
p24305,p24264,0.0
p14238,p14237,0.0
p9297,p9343,0.0
p11656,p11647,0.0
p22522,p22519,0.0
p24437,p24431,0.0
p15624,p15596,1.0
p18666,p18558,0.0
p6659,p6975,0.0
p6178,p6102,0.0
p8206,p8203,0.0
p16169,p16306,0.0
p13532,p13530,0.0
p31780,p31764,1.0
p15417,p15192,0.0
p16157,p16155,0.0
p12399,p12382,0.0
p23825,p23797,0.0
p11146,p11144,0.0
p26468,p26467,0.0
p30086,p30085,0.0
p18277,p18272,0.0
p2456,p2661,0.0
p8239,p8231,1.0
p6832,p6507,0.0
p31415,p31217,0.0
p9081,p9143,0.0
p4876,p4872,0.0
p13946,p14014,0.0
p18979,p18995,0.0
p29811,p29833,0.0
p18326,p18312,0.0
p16296,p16210,0.0
p19728,p19806,0.0
p20897,p20894,0.0
p27315,p27314,0.0
p25207,p25204,1.0
p14254,p14253,0.0
p16131,p16119,0.0
p12296,p12289,0.0
p23594,p23710,0.0
p3147,p3141,0.0
p30118,p30113,0.0
p28111,p28110,0.0
p25324,p25322,1.0
p22441,p22481,0.0
p14401,p14413,0.0
p10975,p10967,0.0
p4591,p4585,0.0
p6636,p6717,0.0
p3289,p3288,0.0
p6406,p6405,0.0
p3686,p3679,0.0
p25094,p25067,0.0
p17035,p17017,0.0
p500,p475,0.0
p23443,p23387,0.0
p31261,p31259,0.0
p9747,p9784,0.0
p14333,p14332,0.0
p24824,p24904,0.0
p8285,p8284,0.0
p30498,p30465,0.0
p12143,p12142,0.0
p24418,p24413,0.0
p17727,p17726,0.0
p9333,p9331,0.0
p31828,p31839,1.0
p3874,p3631,0.0
p31202,p31522,0.0
p26906,p26914,1.0
p3564,p3548,0.0
p20470,p20467,1.0
p3818,p3636,0.0
p32248,p32247,1.0
p13977,p13974,0.0
p23971,p23970,1.0
p26494,p26493,0.0
p14423,p14411,0.0
p3338,p3368,0.0
p19664,p19694,0.0
p5841,p5827,1.0
p24015,p24014,1.0
p13637,p13644,0.0
p23418,p23407,0.0
p6861,p6684,0.0
p11093,p11092,0.0
p12605,p12624,1.0
p3878,p3666,0.0
p16730,p16724,0.0
p17010,p16990,0.0
p27368,p27358,0.0
p8499,p8520,0.0
p11976,p11968,0.0
p7383,p7376,1.0
p6787,p6628,0.0
p6174,p6109,0.0
p15147,p15138,0.0
p6564,p6406,0.0
p23108,p23096,0.0
p5057,p5132,0.0
p26268,p26266,0.0
p28485,p28446,1.0
p31951,p31950,1.0
p9978,p9980,0.0
p2449,p2446,0.0
p3841,p3792,0.0
p25345,p25178,1.0
p25319,p25316,1.0
p23786,p23781,0.0
p3573,p3571,0.0
p16212,p16211,0.0
p25730,p25664,0.0
p25213,p25212,1.0
p10381,p10380,0.0
p17150,p17022,0.0
p23704,p23709,0.0
p12833,p12832,0.0
p17041,p17040,0.0
p13164,p13155,0.0
p21169,p21167,0.0
p17039,p16667,0.0
p6581,p6453,0.0
p19589,p19588,0.0
p11493,p11604,0.0
p18263,p18250,0.0
p7044,p7024,0.0
p14779,p14857,0.0
p30248,p30247,0.0
p6199,p6198,0.0
p28499,p28491,1.0
p22174,p22166,0.0
p20528,p20517,0.0
p23033,p23109,0.0
p10763,p10989,0.0
p21517,p21515,0.0
p2811,p2808,0.0
p21219,p21218,0.0
p8736,p8732,0.0
p24223,p24255,0.0
p18846,p18844,0.0
p11140,p11133,0.0
p14601,p14599,0.0
p23040,p23052,0.0
p32080,p32077,1.0
p30007,p30449,0.0
p24419,p24415,0.0
p23292,p23291,1.0
p1693,p1696,0.0
p4672,p4962,0.0
p13951,p13949,0.0
p2790,p2764,0.0
p12758,p12649,0.0
p4620,p4648,1.0
p7095,p7098,0.0
p30106,p30384,0.0
p31928,p31927,1.0
p19392,p19390,0.0
p13239,p13089,0.0
p18655,p18873,0.0
p18254,p18252,0.0
p15425,p15424,0.0
p3381,p3456,0.0
p14107,p14100,0.0
p20532,p20527,0.0
p4790,p4789,0.0
p29548,p29544,1.0
p29923,p29905,0.0
p14302,p14300,0.0
p21383,p21370,0.0
p11164,p11191,1.0
p20738,p20850,0.0
p5798,p5792,1.0
p1890,p1951,0.0
p12129,p12109,0.0
p5017,p5055,0.0
p18333,p18330,0.0
p12722,p12719,0.0
p4647,p4666,1.0
p11101,p11135,0.0
p30876,p30874,0.0
p6969,p6929,0.0
p8003,p8041,0.0
p8414,p8412,0.0
p9569,p9571,0.0
p12846,p12842,0.0
p18817,p18673,0.0
p27875,p27868,0.0
p17270,p17263,0.0
p5132,p5136,0.0
p11915,p11913,0.0
p30698,p30696,1.0
p6501,p6586,0.0
p9014,p9058,0.0
p3373,p3362,0.0
p27259,p27228,0.0
p21063,p21062,0.0
p31689,p31687,0.0
p12510,p12483,0.0
p5645,p5644,0.0
p25485,p25484,0.0
p3192,p3191,0.0
p16219,p16216,0.0
p25234,p25226,1.0
p28982,p28926,0.0
p29946,p29933,0.0
p11264,p11240,0.0
p15598,p15575,1.0
p14050,p14038,0.0
p18989,p18982,0.0
p6476,p6467,0.0
p2818,p3102,0.0
p16976,p16951,0.0
p28410,p28409,0.0
p25728,p25716,0.0
p29982,p29989,0.0
p19310,p19304,1.0
p17852,p17870,0.0
p8731,p8776,0.0
p31680,p31679,0.0
p16984,p16941,0.0
p31510,p31500,0.0
p17299,p17226,0.0
p22078,p22071,0.0
p31619,p31617,0.0
p6927,p6826,0.0
p4008,p4002,0.0
p13263,p13261,0.0
p25460,p25538,0.0
p30692,p30704,1.0
p3625,p3636,0.0
p6401,p6990,0.0
p2950,p2942,0.0
p30879,p30864,0.0
p2550,p2544,0.0
p28882,p28874,0.0
p17056,p17003,0.0
p2191,p2194,0.0
p28594,p28584,1.0
p13427,p13424,0.0
p12693,p12680,0.0
p9401,p9392,0.0
p15340,p15339,0.0
p15026,p15044,1.0
p3592,p3585,0.0
p10346,p10513,0.0
p18416,p18413,0.0
p31595,p31587,0.0
p6970,p6959,0.0
p26598,p26566,0.0
p2065,p2060,0.0
p12052,p12048,0.0
p25200,p25205,1.0
p5136,p5135,0.0
p26188,p26192,1.0
p6360,p6355,0.0
p3763,p3742,0.0
p27545,p27575,0.0
p26845,p26843,0.0
p19910,p19907,0.0
p23464,p23461,0.0
p14034,p14356,0.0
p20748,p20827,0.0
p28419,p28415,0.0
p3005,p3002,0.0
p32756,p32720,0.0
p18513,p18507,0.0
p26348,p26345,0.0
p2997,p3022,0.0
p30173,p30171,0.0
p25270,p25426,1.0
p23077,p23053,0.0
p19346,p19340,1.0
p19411,p19410,0.0
p31569,p31555,0.0
p2370,p2359,0.0
p26619,p26653,0.0
p19749,p19746,0.0
p21014,p21013,0.0
p21185,p21184,0.0
p1559,p1552,0.0
p30053,p30276,0.0
p12669,p12667,0.0
p15339,p15337,0.0
p30716,p30664,1.0
p4705,p4702,0.0
p1702,p1696,0.0
p10078,p10075,0.0
p20522,p20505,0.0
p10897,p10896,0.0
p6627,p6624,0.0
p11145,p11144,0.0
p9345,p9342,0.0
p20762,p20754,0.0
p28359,p28338,0.0
p10155,p10130,0.0
p28063,p28062,0.0
p23109,p23108,0.0
p24146,p24145,1.0
p10142,p10146,0.0
p14701,p14686,0.0
p22572,p22570,1.0
p6882,p6873,0.0
p16498,p16589,0.0
p22495,p22527,0.0
p8825,p8823,0.0
p2566,p2550,0.0
p18445,p18444,0.0
p5224,p5269,0.0
p4501,p4525,0.0
p1519,p1643,0.0
p31836,p31834,1.0
p24068,p24066,1.0
p30963,p30953,0.0
p21243,p21241,0.0
p31199,p31518,0.0
p16245,p16242,0.0
p12486,p12485,0.0
p16077,p16082,0.0
p5754,p5753,0.0
p6345,p6888,0.0
p18142,p18131,1.0
p32685,p32582,0.0
p28395,p28335,0.0
p12213,p12211,0.0
p19376,p19486,0.0
p13676,p13673,0.0
p8364,p8356,0.0
p32338,p32337,1.0
p6794,p6781,0.0
p25628,p25618,0.0
p24602,p24583,1.0
p15346,p15326,0.0
p17102,p17099,0.0
p1465,p1437,0.0
p21498,p21487,0.0
p18818,p18807,0.0
p26015,p26013,0.0
p8468,p8459,0.0
p29820,p29814,0.0
p24992,p24960,0.0
p27446,p27436,0.0
p14636,p14976,0.0
p21454,p21447,0.0
p27196,p27195,0.0
p27555,p27551,0.0
p11904,p11901,0.0
p10513,p10364,0.0
p3909,p3905,0.0
p29527,p29521,1.0
p10524,p10545,0.0
p26571,p26294,0.0
p1796,p1696,0.0
p23435,p23418,0.0
p24969,p24959,0.0
p30302,p30299,0.0
p17971,p17970,0.0
p32714,p32741,0.0
p12101,p12100,0.0
p11253,p11252,0.0
p8319,p8304,0.0
p27980,p27984,0.0
p9290,p9304,0.0
p8171,p8196,0.0
p9915,p9904,0.0
p6850,p6815,0.0
p11611,p11572,0.0
p31578,p31541,0.0
p12861,p12832,0.0
p18076,p18052,1.0
p17246,p17243,0.0
p12390,p12387,0.0
p6726,p6718,0.0
p12230,p12229,0.0
p10430,p10424,0.0
p7063,p7187,0.0
p24835,p24831,0.0
p3144,p3142,0.0
p29858,p29854,0.0
p1432,p1447,0.0
p29633,p29614,0.0
p24568,p24599,1.0
p26008,p26005,0.0
p1750,p1696,0.0
p30325,p30186,0.0
p10666,p10664,0.0
p25996,p26056,0.0
p3699,p3785,0.0
p12128,p12492,0.0
p11935,p11908,0.0
p2604,p2569,0.0
p11815,p11809,1.0
p13998,p13985,0.0
p11136,p11131,0.0
p8645,p8633,0.0
p28358,p28425,0.0
p15930,p15923,0.0
p18842,p18550,0.0
p28728,p28724,0.0
p27264,p27262,0.0
p25686,p25684,0.0
p18145,p18144,1.0
p3157,p3150,0.0
p7459,p7454,1.0
p31499,p31490,0.0
p26054,p26053,0.0
p10470,p10466,0.0
p8902,p8943,0.0
p3526,p3561,0.0
p9338,p9331,0.0
p11470,p11441,0.0
p10687,p10831,0.0
p15457,p15455,0.0
p21910,p21903,0.0
p2886,p2857,0.0
p25224,p25223,1.0
p20782,p20781,0.0
p15608,p15605,1.0
p1761,p1696,0.0
p8546,p8544,0.0
p8827,p8878,0.0
p19675,p19654,0.0
p9664,p9662,1.0
p24699,p24697,0.0
p28580,p28572,1.0
p3537,p3559,0.0
p10359,p10356,0.0
p15187,p15156,0.0
p26835,p26829,0.0
p2856,p2851,0.0
p28528,p28520,1.0
p15550,p15586,1.0
p30720,p30678,1.0
p8976,p8988,0.0
p16047,p16091,0.0
p25666,p25655,0.0
p14400,p14405,0.0
p12303,p12264,0.0
p18697,p18694,0.0
p22520,p22503,0.0
p27167,p27165,0.0
p13126,p13123,0.0
p16048,p16040,0.0
p1099,p1096,1.0
p15311,p15310,0.0
p5564,p5621,1.0
p12502,p12481,0.0
p29081,p29073,1.0
p20466,p20460,1.0
p18089,p18085,1.0
p13449,p13446,0.0
p12495,p12494,0.0
p9594,p9642,0.0
p31698,p31656,0.0
p5150,p5148,0.0
p19996,p20032,0.0
p2139,p2140,0.0
p23494,p23492,0.0
p26367,p26366,0.0
p32072,p32058,1.0
p705,p699,0.0
p30167,p30165,0.0
p23515,p23524,0.0
p26167,p26165,1.0
p6931,p6989,0.0
p21009,p21007,0.0
p26540,p26537,0.0
p33018,p32999,0.0
p3492,p3489,0.0
p2119,p2140,0.0
p13818,p13816,0.0
p31955,p31952,1.0
p25904,p25901,0.0
p28317,p28316,0.0
p13835,p13798,0.0
p15813,p15808,0.0
p30671,p30726,1.0
p9777,p9740,0.0
p24581,p24580,1.0
p13348,p13350,0.0
p553,p551,0.0
p1767,p1696,0.0
p8971,p8968,0.0
p18626,p18783,0.0
p19471,p19469,0.0
p22498,p22505,0.0
p28988,p28994,0.0
p15965,p15867,0.0
p19374,p19459,0.0
p1410,p1405,0.0
p3910,p3906,0.0
p28534,p28577,1.0
p9593,p9575,0.0
p14182,p14180,0.0
p16298,p16293,0.0
p2575,p2567,0.0
p32173,p32172,1.0
p11961,p11954,0.0
p6413,p6984,0.0
p5092,p5091,0.0
p16771,p16747,0.0
p7233,p7218,0.0
p12793,p12792,0.0
p21920,p21949,0.0
p26423,p26412,0.0
p27790,p27815,0.0
p6776,p6963,0.0
p28198,p28196,0.0
p6658,p6639,0.0
p15983,p15923,0.0
p15131,p15129,0.0
p17666,p17658,0.0
p30752,p30740,0.0
p31423,p31406,0.0
p32824,p32807,0.0
p23925,p24016,1.0
p2957,p2952,0.0
p2922,p2915,0.0
p9410,p9408,0.0
p10724,p10721,0.0
p3668,p3667,0.0
p4511,p4482,0.0
p24312,p24509,0.0
p32031,p32007,1.0
p8837,p8834,0.0
p19822,p19813,1.0
p30491,p30472,0.0
p6093,p6092,0.0
p3934,p4000,0.0
p26890,p26885,1.0
p27938,p27991,0.0
p29848,p29838,0.0
p23549,p23547,0.0
p25960,p25956,0.0
p26603,p26600,0.0
p6491,p6471,0.0
p18717,p18590,0.0
p26866,p26865,0.0
p9300,p9355,0.0
p30994,p30992,0.0
p26453,p26449,0.0
p30741,p30748,0.0
p8972,p8971,0.0
p29745,p29761,0.0
p3237,p3236,0.0
p25261,p25260,1.0
p12212,p12208,0.0
p15742,p15783,0.0
p8000,p7998,0.0
p27691,p27702,0.0
p10030,p10029,0.0
p14294,p14292,0.0
p15783,p15779,0.0
p28393,p28390,0.0
p14627,p14614,0.0
p15351,p15349,0.0
p26566,p26517,0.0
p23723,p23711,0.0
p2837,p2814,0.0
p32220,p32216,1.0
p8401,p8400,0.0
p24358,p24307,0.0
p16393,p16380,0.0
p28478,p28448,1.0
p32169,p32142,1.0
p18394,p18391,0.0
p30056,p30052,0.0
p10557,p10555,1.0
p319,p316,0.0
p28888,p28890,0.0
p6125,p6124,0.0
p17827,p17825,0.0
p8474,p8469,0.0
p11406,p11652,0.0
p18342,p18435,0.0
p25720,p25685,0.0
p21326,p21346,0.0
p12966,p12958,0.0
p23063,p23059,0.0
p7008,p7006,0.0
p12492,p12122,0.0
p15094,p15093,0.0
p9608,p9601,0.0
p16615,p16608,0.0
p9317,p9291,0.0
p31413,p31411,0.0
p6346,p6947,0.0
p13374,p13370,0.0
p3000,p2998,0.0
p16531,p16503,0.0
p26963,p26914,1.0
p6754,p6748,0.0
p32616,p32613,0.0
p23984,p23982,1.0
p2810,p2809,0.0
p23226,p23318,1.0
p19818,p19822,1.0
p3349,p3358,0.0
p4033,p4024,0.0
p2029,p2023,0.0
p25753,p25752,0.0
p11486,p11485,0.0
p6330,p6327,1.0
p17211,p17165,0.0
p5776,p5857,1.0
p12759,p12757,0.0
p17439,p17391,0.0
p2143,p2140,0.0
p29971,p29993,0.0
p4765,p4761,0.0
p1746,p1696,0.0
p3053,p3052,0.0
p19320,p19318,1.0
p3608,p3595,0.0
p23327,p23325,1.0
p15576,p15575,1.0
p32307,p32306,1.0
p15830,p15828,0.0
p8052,p8036,0.0
p32283,p32242,1.0
p14290,p14289,0.0
p6728,p6706,0.0
p9834,p9830,1.0
p24107,p23917,1.0
p30003,p30452,0.0
p2973,p2927,0.0
p28878,p28872,0.0
p24078,p23882,1.0
p23463,p23452,0.0
p32694,p32620,0.0
p27158,p27213,0.0
p16454,p16430,0.0
p15016,p15014,0.0
p13642,p13640,0.0
p24556,p24555,1.0
p13648,p13646,0.0
p18304,p18299,0.0
p26004,p26003,0.0
p17853,p17850,0.0
p12443,p12438,0.0
p27942,p27986,0.0
p11614,p11612,0.0
p7993,p8043,0.0
p10289,p10265,0.0
p16145,p16134,0.0
p2045,p2060,0.0
p26905,p26936,1.0
p1873,p1871,0.0
p11289,p11257,0.0
p17377,p17486,0.0
p1557,p1643,0.0
p17777,p17864,0.0
p4931,p4941,0.0
p2669,p2651,0.0
p5446,p5433,0.0
p14873,p14871,0.0
p14743,p14721,0.0
p10057,p10054,0.0
p32224,p32223,1.0
p10903,p10887,0.0
p32470,p32465,1.0
p13391,p13393,0.0
p28491,p28489,1.0
p10533,p10539,0.0
p15752,p15751,0.0
p21345,p21339,0.0
p26220,p26245,0.0
p6806,p6805,0.0
p1934,p1930,0.0
p8502,p8563,0.0
p16266,p16217,0.0
p29166,p29153,1.0
p6869,p6776,0.0
p31525,p31595,0.0
p14728,p14717,0.0
p18113,p18026,1.0
p6978,p6973,0.0
p18171,p18170,1.0
p28481,p28471,1.0
p13343,p13342,0.0
p23278,p23270,1.0
p17900,p17923,0.0
p13340,p13339,0.0
